timestamp,imu_linear_acc_x,imu_linear_acc_y,imu_linear_acc_z,imu_angular_vel_x,imu_angular_vel_y,imu_angular_vel_z,odom_pos_x,odom_pos_y,odom_pos_z,odom_vel_x,odom_vel_y,odom_vel_z,pwm_0,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6,pwm_7
683.44,5.8941141725931335e-05,-1.0225543147658002e-05,9.794349727051806,-1.2671354202916813e-08,-7.336040833808915e-08,-7.224060408499542e-16,0.03568006508990112,3.585632394348588,-0.3997305142926641,-0.00015612771397599244,2.7127275050275182e-05,-0.00017226897229803505,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
683.46,5.843315608318116e-05,-1.0137673809075242e-05,9.795680203603219,-1.2616858443746791e-08,-7.306849471632412e-08,-7.167297212731688e-16,0.035682789227673845,3.5856302647756415,-0.39973691861524563,-0.00017033514852552868,2.959619388219418e-05,-0.0003202161623935303,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
683.48,5.797651938648036e-05,-1.0058681219741425e-05,9.797249967735166,-1.2575099879050488e-08,-7.284065520682071e-08,-7.110758607154239e-16,0.03568524545293454,3.5856283446329034,-0.3997445915976762,-0.00015358326663405012,2.6685839167905418e-05,-0.0003836491513304945,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
683.5,5.752350973484427e-05,-9.98031194069968e-06,9.799032660286422,-1.2541238053622661e-08,-7.264827033802052e-08,-7.05463537076202e-16,0.03568768253558616,3.585626439447071,-0.39975339106922064,-0.00015238648645473355,2.6478202263709423e-05,-0.00043997360656080145,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
683.52,5.707412999985528e-05,-9.902566972693762e-06,9.800885362411995,-1.2510326225315068e-08,-7.246280832253234e-08,-6.998821555130916e-16,0.03569010062510634,3.585624549101473,-0.39976261167809646,-0.00015119905526370743,2.627218253518212e-05,-0.000461030472675775,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
683.54,5.662837630772026e-05,-9.825446141627522e-06,9.802660214719534,-1.2477255132934087e-08,-7.225540345702739e-08,-6.943437923504131e-16,0.035692499869795904,3.5856226734803505,-0.3997715173105195,-0.00015002089974834352,2.6067767485513754e-05,-0.00044528164958914285,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
683.56,5.662837630772026e-05,-9.825446141627522e-06,9.802660214719534,-1.2477255132934087e-08,-7.225540345702739e-08,-6.943437923504131e-16,0.03569488041678825,3.5856208124688576,-0.3997793998511234,-0.00014885194651760139,2.5864944399725514e-05,-0.00039412705818567636,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
683.58,5.5747687137863956e-05,-9.67306828404885e-06,9.805430405959417,-1.2385856560553735e-08,-7.167192056045029e-08,-6.833952754879462e-16,0.035697242412059134,3.5856189659530484,-0.39978563545222295,-0.00014769212237423964,2.56637007338098e-05,-0.00031178008253487395,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
683.6,5.540212055441541e-05,-9.613274833900266e-06,9.80609125092811,-1.2319715656697255e-08,-7.125411503515208e-08,-6.779671367810489e-16,0.03569911874724948,3.5856174991021885,-0.3997891058730954,-0.0001173246408071609,2.0387106138816262e-05,-0.00017352106535026664,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
683.62,5.540212055441541e-05,-9.613274833900266e-06,9.80609125092811,-1.2319715656697255e-08,-7.125411503515208e-08,-6.779671367810489e-16,0.035701215626500866,3.5856158598325556,-0.39979117241904216,-0.00013111509976363608,2.2783644175908496e-05,-0.00010332732143824592,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
