timestamp,imu_linear_acc_x,imu_linear_acc_y,imu_linear_acc_z,imu_angular_vel_x,imu_angular_vel_y,imu_angular_vel_z,odom_pos_x,odom_pos_y,odom_pos_z,odom_vel_x,odom_vel_y,odom_vel_z,pwm_0,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6,pwm_7
155.08,0.21347165330202772,-0.29234036801943275,9.788995790353312,-0.0053641167726054245,-1.2292264896617669e-05,0.0003084616158058353,4.004463787729042,2.8494262725678294,-0.3995595690496795,0.869476783557978,0.2753097765269046,-0.02141824910095707,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.1,0.21455537929223542,-0.2769819962055979,9.794687788141363,-0.00596242783547914,9.676250933059424e-05,0.0003084706378460112,4.0218457251555995,2.854840436228812,-0.399587918602938,0.869353808492003,0.26902412005787124,-0.02154709804309312,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.12,0.21544563494710808,-0.26280172542663277,9.800568690827502,-0.006158721896981361,0.0002176318111959677,0.0003084779780713748,4.039225850852448,2.8601354968699257,-0.3996174726378715,0.8692523695550841,0.2630662417296639,-0.021557884798686346,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.14,0.2161585473265916,-0.2496377617957509,9.806165661553663,-0.00605843123830805,0.0003365755485221517,0.00030848271046741207,4.056604463923984,2.8653175616049915,-0.3996458635671026,0.8691690926480694,0.2574140167375415,-0.021449758787425378,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.16,0.21671111164923482,-0.23735910643410413,9.811037012176472,-0.005752069628652035,0.00044122062298602863,0.0003084847172866117,4.073981806311648,2.870392336849644,-0.39967085845787564,0.8691009334166321,0.2520472359357309,-0.021230800391327423,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.18,0.21712181088224744,-0.22586015999339532,9.814806486618217,-0.005314427905244937,0.0005212611971441312,0.00030848435703663895,4.091358072731869,2.8753651614153304,-0.3996905326031564,0.8690451460560883,0.24694737344794698,-0.020917438609185216,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.2,0.21741080118052392,-0.21505593757069077,9.817191561134132,-0.004805059940425524,0.0005690451503622718,0.00030848219939679986,4.108733419725529,2.880241035769213,-0.3997034156550308,0.8689992713553985,0.2420973976963307,-0.020533174123150207,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.22,0.21759970119141114,-0.20487792245520978,9.818023785774088,-0.004269559679680483,0.0005799874934388534,0.0003084788410155356,4.126107973822513,2.885024648170065,-0.3997085994234029,0.8689611376066851,0.2374816147218488,-0.020106728656286238,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.24,0.21771105113152656,-0.19527054415912104,9.817259865222617,-0.0037412685175281383,0.0005527692531362612,0.000308474798285203,4.143481838783194,2.889720398217876,-0.39970579965414915,0.8689288681752234,0.23308553599622966,-0.019669783479646836,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.26,0.2177675281852286,-0.18618824353186578,9.81498288674589,-0.0032431606751840594,0.0004893015304452889,0.00030847046232347245,4.16085510185857,2.8943324182256815,-0.39969536780579173,0.8689008901167823,0.22889576531400735,-0.019254496981811843,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.28,0.21779101664824166,-0.1775930762091074,9.811393808829719,-0.002789735385504348,0.0003944564764001617,0.00030846609687826433,4.178227839010527,2.898864592725789,-0.3996782527591212,0.8688759391772152,0.2248999009383641,-0.018891002978960462,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.3,0.21779101664824166,-0.1775930762091074,9.811393808829719,-0.002789735385504348,0.0003944564764001617,0.00030846609687826433,4.195600119050588,2.9033205763507306,-0.3996559162391326,0.8688530576792127,0.22108645014655096,-0.018605088287770525,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.32,0.217816809351453,-0.16173938481711467,9.801560221483484,-0.0020431027279117124,0.00014187779036102448,0.00030845783615509215,4.212972006685696,2.907703810275936,-0.39963020923582454,0.8688315830701583,0.21744475391004317,-0.018416230898378277,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.34,0.217816809351453,-0.16173938481711467,9.801560221483484,-0.0020431027279117124,0.00014187779036102448,0.00030845783615509215,4.2303435644989325,2.9120175373715833,-0.39960321963563017,0.868811126147973,0.2139649198134297,-0.01833615020826163,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.36,0.21791260059067985,-0.14749566196247405,9.79088796164788,-0.0015111413448033475,-0.00012886002270474865,0.00030845055330692566,4.247714853936994,2.916264816182227,-0.3995771034078675,0.8687915391229095,0.21063776160858202,-0.018367980045068018,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.38,0.2180086344523956,-0.1409217217792193,9.786291046909579,-0.0013164577042800332,-0.00024552571942869773,0.0003084473127124321,4.26508593542113,2.920448533832063,-0.39955391286649916,0.8687728746942612,0.2074547440775591,-0.018506126021186314,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.4,0.21813967279058713,-0.13468642239107959,9.782676624118936,-0.0011618464567513178,-0.00033790964969397706,0.00030844434031798696,4.282456867732572,2.9245714179391378,-0.39953543564445215,0.8687553378079595,0.20440793216640354,-0.018736814576022807,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.42,0.2183026092060412,-0.1287711841522628,9.780314796557557,-0.001041251735178812,-0.00039951305360040184,0.0003084416327661229,4.299827706857458,2.9286360476119,-0.3995230570495459,0.8687392327590666,0.20148994364892353,-0.019039285738051415,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.44,0.2183026092060412,-0.1287711841522628,9.780314796557557,-0.001041251735178812,-0.00039951305360040184,0.0003084416327661229,4.317198504500701,2.9326448635948092,-0.39951765648057735,0.868724908839478,0.19869390485545022,-0.01938752884155746,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.46,0.21869423272529603,-0.11783111187891368,9.779898802389601,-0.0008788017598516146,-0.0004171195796709539,0.0003084369767202291,4.334569306481611,2.9366001776251625,-0.399519545724027,0.8687127075958008,0.1960134092366735,-0.01975241607226147,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.48,0.21869423272529603,-0.11783111187891368,9.779898802389601,-0.0008788017598516146,-0.0004171195796709539,0.0003084369767202291,4.351940151215826,2.9405041810600174,-0.39952845346383514,0.868702914943135,0.19344247870761505,-0.02010405657442606,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.5,0.21910053054291545,-0.10797007831563764,9.784982769577615,-0.0007872285843166038,-0.00029960862028753177,0.00030843321899188023,4.369311068466221,2.944358952829304,-0.39954355652077506,0.8686957212185519,0.1909755278178832,-0.0204141769990044,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.52,0.2192785951159639,-0.10340650093922737,9.789090199343898,-0.000757502913674352,-0.00020208107462076278,0.00030843161862404697,4.386682078511351,2.948166466768582,-0.399563554529842,0.8686911918288558,0.18860733083186887,-0.020658334606134966,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.54,0.2194249554864698,-0.09906889914026892,9.793807737164425,-0.000734142560530458,-8.916026587939278e-05,0.0003084301710463813,4.404053191836104,2.9519285983821026,-0.39958678129690695,0.8686892504551231,0.18633299178281432,-0.020817786231437145,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
155.56,0.2195309504204862,-0.09494415165859016,9.798750399563502,-0.000714640844061578,2.980709946391902e-05,0.00030842885541750964,4.42142440939907,2.9556471310837646,-0.39961134324376274,0.8686896758513036,0.18414791750377504,-0.020880868619676633,1359.0,1367.0,1633.0,1641.0,1500.0,1500.0,1500.0,1500.0
